Name,CompanyType,Address,Phone_Type,Phone_Number,ValidationStatus,Email_Type,Email_Value,Email_Active,TaxID,Identifiers_Type,Identifiers_Value,Identifiers_Status
Pena-Cortez,LLC,"649 Nicole Prairie, Heathermouth, UT, USA - 83836-8156",Home,918.528.1334,Validated,Personal,esparzadavid@example.org,True,TAX23444,PAN,LR09725,Active
Huang-Collins,LLC,"1930 Johnson Ferry, Sullivantown, NJ, USA - 47829-3267",Fax,848-555-6086x31477,In Review,HR,katherine09@example.com,True,TAX72541,LEI,bw35223,Inactive
"Cole, Franco and Turner",Government,"75675 Jesus Freeway, North Rachelview, PR, USA - 65671-8991",Fax,(445)456-2366,Rejected,Sales,mariemeyers@example.net,False,TAX80752,LEI,jb17348,Active
"Smith, Acevedo and Lucas",Non-Profit,"609 Chad Views, Wolfborough, MH, USA - 89252-7129",Office,+1-797-733-0528x4344,Validated,Sales,patelmichele@example.org,True,TAX74896,EIN,sl78966,Inactive
"Hanson, Green and Torres",Private,"690 Williamson Fords, West Jason, TN, USA - 12327-6524",Fax,2409389457,Rejected,Support,jenniferdavidson@example.com,False,TAX87315,EIN,Dt18012,Active
Smith Ltd,Partnership,"27412 Michael Trail Suite 345, Port Meganport, GA, USA - 78364-1094",Mobile,847-739-7278,Rejected,HR,fjones@example.net,False,TAX32632,PAN,GI48381,Inactive
Novak-Willis,Public,"9230 Jennifer Place, Rodgersfurt, RI, USA - 86370-1800",Fax,001-357-884-8287x056,In Review,Personal,thammond@example.net,False,TAX64321,EIN,Sl40644,Active
Jenkins and Sons,LLC,"334 Johnson Row Apt. 258, Richmondshire, WI, USA - 40583-1939",Mobile,680-384-0890,Validated,Sales,jgillespie@example.com,False,TAX19826,PAN,JC52734,Inactive
Harris-Pearson,Private,"4395 Peters Harbors, Hoffmanbury, MT, USA - 29746-4838",Office,001-383-960-1009x8582,Validated,Personal,shannon88@example.com,True,TAX37872,TIN,Nv69056,Inactive
Weber Inc,LLC,"4804 Duncan Haven, East Amberchester, IL, USA - 83833-9708",Home,001-848-870-3946x0239,Validated,Support,ynelson@example.org,True,TAX88573,GST,IU46675,Active
Garcia-Perez,Private,"66663 James Mountain, Joshuaburgh, CT, USA - 97566-5456",Mobile,220.347.0378,Validated,Support,ywhite@example.org,True,TAX55056,LEI,El06851,Active
Higgins Ltd,Public,"610 Linda Mall Apt. 942, West Edward, OK, USA - 18822-1559",Mobile,425-608-0018x35284,In Review,Support,cnelson@example.net,True,TAX68883,DUNS,oQ69241,Active
Thornton-Huffman,Public,"727 Barnes Spur, Simmonschester, AZ, USA - 50107-5520",Home,779.968.6300,Validated,Personal,areed@example.net,False,TAX14711,DUNS,mr12885,Active
Ortiz-Porter,LLC,"33104 Nichole Ramp, Danielton, NC, USA - 19186-8095",Mobile,2183393834,Rejected,Support,louis64@example.com,True,TAX63855,EIN,BL71389,Active
"Castaneda, Mcbride and Thompson",Public,"07363 Cervantes Course Suite 317, West Jaredmouth, AR, USA - 48205-2570",Home,(884)301-8649,In Review,Business,robertbryant@example.net,False,TAX67392,DUNS,yY97924,Inactive
Vasquez Group,Government,"0842 Amanda Views, West Jill, NM, USA - 75504-2559",Office,+1-413-964-4198x55040,In Review,Personal,uhill@example.com,False,TAX75796,DUNS,Zx51723,Active
Rodriguez Ltd,Partnership,"7262 April Motorway Apt. 177, Douglasbury, SC, USA - 51006-6479",Mobile,926.480.8809,Pending,Business,huynhbrian@example.com,True,TAX38262,GST,xe21547,Active
Ramirez-Mclaughlin,Public,"441 Michael Isle, Thomasborough, NY, USA - 15858-5979",Fax,522-777-0257x066,Pending,Business,cjones@example.net,True,TAX28793,DUNS,eA76845,Inactive
Smith LLC,Government,"8094 Conner Fork Suite 387, New Chad, MH, USA - 60150-9348",Office,001-373-713-0166x5383,Validated,HR,jessicaholt@example.org,False,TAX87408,LEI,dV90035,Active
Nichols-Whitaker,Partnership,"478 Davis Overpass Apt. 449, Youngburgh, FL, USA - 48031-1434",Mobile,(488)608-4614x294,Approved,Support,natasha22@example.com,False,TAX32639,LEI,Cm26064,Active
"Brown, Taylor and Cobb",Government,"7301 Cory Drive Apt. 832, East Kelly, ID, USA - 46918-5985",Mobile,001-795-711-5102x97403,Approved,Business,sally63@example.com,False,TAX69071,DUNS,Gk13699,Inactive
Obrien-West,Partnership,"5712 Brennan Extensions, Davidburgh, MT, USA - 46348-8726",Office,001-309-542-4501,Validated,Personal,cortiz@example.com,False,TAX39830,PAN,cg19039,Inactive
Gonzalez-Simpson,Non-Profit,"1772 Linda Springs, New Katelynfort, AK, USA - 62914-2884",Fax,4025598147,Approved,Support,amyjames@example.net,False,TAX67190,EIN,AX14752,Inactive
"Shannon, Bond and Williams",Private,"384 Kristin Corner, Juliabury, MT, USA - 76920-2472",Home,(575)328-3495,In Review,Sales,adrianwyatt@example.com,True,TAX62546,PAN,Vh22305,Inactive
"Johnson, Stone and Mcguire",Partnership,"2869 Shah Trail, New Tyler, UT, USA - 78505-3758",Mobile,+1-992-838-4157,Approved,Sales,nbeasley@example.org,False,TAX50622,TIN,YJ23922,Inactive
Keith-Weiss,Private,"2063 Gibson View Suite 185, South Yvette, NY, USA - 27652-4759",Office,887-793-7571x5392,Approved,Sales,taylorwalters@example.com,False,TAX65316,PAN,Ub23166,Active
Spears-Mendez,Government,"501 Melissa Circle, Lake Diana, MT, USA - 90451-9148",Office,+1-587-914-9520,Pending,Sales,ian27@example.net,False,TAX22920,GST,HF24559,Inactive
Brown-Rodriguez,Non-Profit,"2929 Sandra Forge, South Josephborough, NY, USA - 33788-3758",Office,001-506-786-9558,Rejected,Support,dennis94@example.org,False,TAX90727,LEI,UM72621,Inactive
"Brown, Campbell and Sullivan",Private,"7524 Robinson Avenue, South Jacquelinehaven, DC, USA - 93653-8466",Mobile,001-633-682-7354,Validated,Personal,justinjenkins@example.com,False,TAX41665,PAN,Ku82170,Active
"Harrell, Valdez and Garcia",Non-Profit,"672 Rodriguez Ridge Suite 875, New Edward, IA, USA - 73153-2137",Office,(665)925-5892,Validated,Support,rebecca44@example.com,False,TAX10870,TIN,hJ54616,Active
"Butler, Williams and Wang",Partnership,"15230 Matthew Ways, Kathleenton, NE, USA - 17100-1926",Office,+1-275-271-0545,In Review,Personal,christine94@example.org,True,TAX33099,PAN,IV73923,Active
"Dyer, Taylor and Tate",Public,"815 Michael Path Suite 414, West Juliamouth, DE, USA - 47151-8521",Home,418.446.4197,Approved,Sales,taylorbrian@example.net,False,TAX47491,TIN,JN38293,Active
Avery-Mcmillan,LLC,"291 Megan Tunnel, Genemouth, ID, USA - 96784-5956",Mobile,550.357.7409x62067,Validated,Sales,sara23@example.org,True,TAX69347,GST,dT59072,Inactive
"Brown, Green and Zamora",Public,"56077 White Islands, Cookborough, VA, USA - 26439-7701",Home,692-944-1914x028,Validated,Business,sherrifloyd@example.com,True,TAX70851,GST,Wg96854,Active
Hartman-Lawrence,Private,"98780 Michael Walks, North Nataliebury, SC, USA - 30491-2354",Fax,236-840-4958x9126,Validated,HR,vanessajackson@example.net,False,TAX74291,EIN,lQ54069,Inactive
"Green, Phillips and Nguyen",Partnership,"614 Jones Camp, Port William, NV, USA - 34821-2913",Office,001-307-874-8035,In Review,Personal,mayoshelley@example.org,True,TAX23354,TIN,ZB83396,Inactive
Williams PLC,LLC,"24550 Donna Lake Apt. 416, South Johnbury, KS, USA - 45310-9855",Office,629.903.7631,Approved,Business,danahanson@example.net,True,TAX23917,TIN,Rh84692,Inactive
"Hayes, Lopez and Diaz",Government,"83015 Tiffany Mount, West Tony, NH, USA - 74939-2683",Home,746-581-4805,In Review,Business,nicholas61@example.org,True,TAX48386,GST,HX13211,Inactive
Blackburn-Anderson,Non-Profit,"011 Perez Cliff Suite 672, Jenniferview, CA, USA - 53546-9593",Mobile,(913)789-4611x04692,Pending,Support,ngarcia@example.com,True,TAX38893,GST,lb45385,Active
"Caldwell, Barajas and Patel",LLC,"5325 Richard Fields, Davidhaven, DE, USA - 58619-8384",Mobile,(859)227-6027x75361,In Review,HR,jacob21@example.com,False,TAX44572,DUNS,pw26111,Active
Delgado-Yoder,Partnership,"3827 Edwards River Suite 700, Lake Michelleside, IA, USA - 39134-7801",Home,(650)426-4082x042,Pending,Support,christinamorales@example.com,False,TAX51505,TIN,wl86149,Active
Conner and Sons,Partnership,"7371 Clay Parkways Apt. 983, South Roger, KY, USA - 63018-5827",Fax,541-949-6581,Approved,Support,shunt@example.org,False,TAX32612,PAN,zh16313,Active
Warren and Sons,Partnership,"7485 Nguyen Squares Suite 522, East Richardborough, OH, USA - 37996-9893",Mobile,+1-353-427-4394,Pending,Personal,lisa09@example.net,False,TAX90126,GST,nu08871,Inactive
Vang-Kelly,Private,"699 James Hollow, Heatherborough, WA, USA - 92016-7340",Office,(838)678-6720x6032,Pending,Personal,howellrussell@example.net,False,TAX70644,DUNS,KY35152,Active
Alvarez PLC,Partnership,"896 Miller Lane Suite 764, East Kathryn, WV, USA - 21925-2876",Home,541.693.7669x00221,In Review,HR,ufisher@example.net,False,TAX67053,GST,NU36297,Inactive
Sharp-Clark,Private,"199 Adam Crossroad Suite 869, Martinezton, WI, USA - 13850-7832",Office,(549)214-4657,Rejected,Personal,kwilliams@example.net,True,TAX55028,PAN,nT87427,Active
Li Group,Public,"34452 Adam Crossroad, Lutzland, DE, USA - 62767-5204",Fax,291-980-7589x754,Pending,Sales,barrycarr@example.com,False,TAX55304,EIN,nF87718,Inactive
Gonzalez-Mcknight,Government,"3220 Scott Bypass Suite 146, Boothview, RI, USA - 52548-4032",Mobile,811.954.7161x4828,Rejected,Sales,frank76@example.org,False,TAX40480,LEI,MG19091,Active
"Doyle, Simon and Mendoza",Non-Profit,"16532 Clark Meadows, Rhondaview, FM, USA - 77179-4078",Fax,7449289948,Approved,Support,bleonard@example.org,True,TAX53447,DUNS,vM12807,Inactive
"Santiago, Rush and Smith",Government,"276 Garcia Loop, Lake Charleschester, MP, USA - 37627-1374",Home,001-682-805-6260x91752,Approved,Business,timothy24@example.net,True,TAX67736,LEI,wj10497,Active
Contreras-King,LLC,"0819 Melissa Summit, Bradshawside, ND, USA - 14729-2744",Fax,232.259.1914,Validated,HR,rosedorothy@example.org,False,TAX89208,PAN,Qk75607,Inactive
"Riley, Gallegos and Lewis",Partnership,"0635 Tony Tunnel, Cynthiamouth, RI, USA - 18386-5279",Office,(275)888-1289,Pending,Business,fordjames@example.org,False,TAX71175,PAN,Zr66874,Inactive
Myers-Bell,Non-Profit,"3792 Archer Plain Suite 764, East Erinstad, VA, USA - 32165-6733",Fax,659.866.7983,Validated,HR,catherine13@example.com,False,TAX65335,LEI,Qj51208,Active
Hughes-Holmes,Non-Profit,"29315 Harris Bridge, North Robin, WI, USA - 72690-1002",Home,(972)740-8378x61936,Validated,Business,umorris@example.net,False,TAX86249,PAN,Oz89287,Inactive
"Caldwell, Rodriguez and Cook",LLC,"988 Breanna Lodge, Kruegerville, IN, USA - 76073-2931",Home,001-442-599-3238x94952,Validated,Personal,lucassimmons@example.org,False,TAX19148,EIN,Gh40094,Inactive
"Rasmussen, Carr and Russell",Public,"3979 Edward Mall Apt. 828, Ortizborough, IL, USA - 32326-2247",Home,452-323-3512x742,Rejected,Personal,traciejames@example.com,False,TAX95185,GST,Ni34924,Active
Perez Ltd,Partnership,"172 Turner Extensions, South Elizabethstad, MI, USA - 75102-1454",Fax,(975)820-2607x78025,Pending,Support,dsmith@example.org,True,TAX39029,GST,gf22860,Active
Scott-Villegas,Public,"993 Diaz Gardens Apt. 699, South Lisa, OR, USA - 39563-3154",Mobile,001-538-804-9274x711,In Review,Sales,cjackson@example.org,True,TAX75247,DUNS,QF04353,Active
"Reid, Casey and Murray",Non-Profit,"03394 Carlson Terrace Suite 644, Kathleenchester, AR, USA - 20781-5245",Home,(620)817-5742x8603,Pending,Personal,baileytammy@example.net,True,TAX82322,GST,Tz29452,Active
Edwards PLC,LLC,"23365 Robinson Place Apt. 856, Port Christopherberg, GU, USA - 97630-8087",Home,001-911-314-4678x6041,Approved,Business,garyhurley@example.com,True,TAX63850,DUNS,Bj68006,Inactive
Moreno-Stanley,Non-Profit,"07930 Amy Springs Apt. 130, West Marcus, ND, USA - 10815-5900",Office,836.641.9693,Rejected,Support,gibbsdonna@example.net,False,TAX33026,TIN,gv34203,Active
Garner Ltd,Non-Profit,"643 Shawn Keys Apt. 519, North Angela, NY, USA - 94270-7424",Mobile,(831)948-9879x226,In Review,Business,masseytiffany@example.com,False,TAX91067,LEI,lb96559,Active
Jacobs-Richards,Public,"2871 Jacqueline Oval, Kyleville, SD, USA - 72404-8788",Mobile,715.955.8124,In Review,Support,moonkristina@example.com,True,TAX43830,EIN,CZ72302,Active
Gamble and Sons,LLC,"13138 Cummings Forge Suite 818, Port Carrieshire, NC, USA - 38785-5398",Mobile,628-873-9868x76559,In Review,Personal,peterrussell@example.net,True,TAX30144,TIN,ae11834,Inactive
Bennett-Lawrence,Public,"2511 Ian Place, Torresshire, MT, USA - 71985-9373",Mobile,589.682.1881x45700,Validated,Business,mia38@example.com,True,TAX10392,PAN,MN42591,Inactive
Little Group,Non-Profit,"3272 Powell Run Suite 726, East Bonnie, LA, USA - 54955-7055",Home,001-934-811-9295,Rejected,Personal,owilliams@example.com,False,TAX96670,LEI,zV97275,Active
Fletcher-Anderson,Non-Profit,"6777 Aguirre Shoal Suite 612, North Michael, AK, USA - 94909-7073",Home,295.905.7723x122,Rejected,Support,rcook@example.net,True,TAX29968,EIN,BU54749,Inactive
Romero LLC,Private,"3525 Natasha Mission Suite 116, Micheleshire, TN, USA - 34288-9231",Office,+1-253-580-5113,Approved,Business,dannybrown@example.net,True,TAX32094,GST,bT80709,Active
"Castillo, Parker and Mcdaniel",Public,"7847 Daniel Lights, Whitneyton, MT, USA - 83005-9829",Fax,549-879-5749,Validated,Sales,weaverstephanie@example.com,True,TAX14960,LEI,Sd89931,Inactive
"Charles, Delgado and Malone",Government,"687 Jones Meadows, New Luis, TN, USA - 25905-8238",Mobile,5824616629,Rejected,Sales,alexispowell@example.net,True,TAX25616,GST,nZ96187,Active
Kelley-Weaver,Non-Profit,"671 Sean Fields Apt. 995, East Stephaniemouth, NJ, USA - 88805-3502",Fax,001-244-546-7100x338,Approved,Personal,debrajordan@example.org,True,TAX72353,GST,rO90680,Active
Johnson-Sheppard,Private,"8081 Mason Well, Wrightton, NC, USA - 73282-1005",Mobile,001-994-773-0113,Pending,Business,erika52@example.net,False,TAX18486,TIN,Xi89559,Active
Browning and Sons,Non-Profit,"101 James Walks, New Laura, OH, USA - 85952-8467",Office,977-653-9331x7107,Rejected,Business,ralexander@example.net,False,TAX91287,LEI,QD96118,Active
Cruz-Mckinney,Government,"70462 Brown Key Apt. 170, Port Shawnhaven, AL, USA - 23195-2848",Home,796-612-0676,Rejected,HR,davidgutierrez@example.com,False,TAX75951,LEI,tf91413,Active
"Campbell, Hancock and Smith",Public,"5745 Jones Manor Apt. 602, New Paulville, MS, USA - 92234-1236",Fax,331-898-3338,Approved,HR,comptongabriel@example.net,True,TAX21034,EIN,wP78607,Active
Crawford-Robinson,LLC,"1269 Daniel Centers, Loweside, GA, USA - 93932-8892",Mobile,(597)523-5211x998,Pending,HR,morgancesar@example.com,True,TAX14197,TIN,xG76468,Active
Austin-Brown,Partnership,"1351 Thompson Turnpike Apt. 360, Dennisfort, AL, USA - 47071-4581",Home,750.452.1561x1846,Approved,Support,doylebianca@example.org,True,TAX65466,EIN,Ky08121,Inactive
Sparks-Vaughn,Non-Profit,"53881 Myers Trace, Waynemouth, OK, USA - 79260-7972",Mobile,+1-953-483-9771x932,In Review,HR,jacksonamy@example.com,False,TAX40096,EIN,jc93571,Active
"Nelson, Robinson and Knight",Non-Profit,"56452 Erik Mountains Suite 350, Campbellmouth, TN, USA - 64509-7522",Home,(844)487-9927x85311,Validated,Personal,jessicacollins@example.net,True,TAX74154,PAN,Yj18406,Inactive
"Everett, Browning and Maxwell",LLC,"97303 Micheal Pass Suite 960, New Sherrytown, PR, USA - 78735-8473",Home,894-323-5812x68782,Approved,Personal,thansen@example.org,False,TAX82708,GST,mu48144,Active
"Rasmussen, Campbell and Bond",Private,"682 Gabrielle Plaza Apt. 381, North Jennifer, ID, USA - 55989-8314",Home,771-501-2673,Pending,Sales,morganmark@example.org,False,TAX59766,GST,nG78923,Inactive
Brown-Caldwell,Partnership,"075 Gregory Extensions, Lake Carriechester, CA, USA - 47365-9944",Fax,490-302-6252x94052,Validated,Sales,grossstacey@example.com,True,TAX47780,EIN,aN78091,Inactive
"Robinson, Williams and Wallace",Private,"2225 Bennett Lakes Suite 382, Brendaborough, AL, USA - 81127-4219",Fax,001-411-606-0002,Approved,Personal,csmith@example.net,True,TAX32789,LEI,yq43699,Active
"Miller, Johnson and Reilly",LLC,"896 Deleon Brook, New Jamesland, NJ, USA - 46827-2959",Home,(546)515-1986x1930,Validated,Sales,danielsnyder@example.org,True,TAX76638,PAN,Qj81719,Inactive
Parrish LLC,LLC,"44637 Matthew River, East Carol, CO, USA - 82184-4954",Home,802-784-5648x52723,Pending,Personal,lcarter@example.com,True,TAX20192,DUNS,an92500,Inactive
"Foster, Herring and Mora",Partnership,"621 Barnes Estate, Robertland, VA, USA - 12820-8904",Fax,(651)651-6615x8459,Validated,Business,samuel78@example.com,False,TAX60239,EIN,pM47353,Active
Lopez-Velazquez,Government,"131 Kristen Station, Port Taylor, TN, USA - 92861-3225",Home,7208620528,Pending,Business,steven55@example.org,False,TAX82034,GST,zc47947,Inactive
Doyle LLC,Non-Profit,"8871 Kenneth Greens, Waynemouth, NJ, USA - 29500-5767",Home,001-559-276-2347x06738,Rejected,Sales,wavila@example.org,False,TAX13571,PAN,gV59321,Active
Robinson PLC,Public,"34914 Michael Stravenue, Melanieside, NE, USA - 37110-8178",Office,(958)562-3529x648,Rejected,Personal,lmaynard@example.com,True,TAX87352,LEI,RZ51072,Active
Yang LLC,Non-Profit,"89332 Jackson Loaf Suite 780, South Dawnberg, FL, USA - 63417-4878",Mobile,633-314-3507x32759,In Review,HR,calvinyoung@example.com,True,TAX23114,GST,rb35170,Active
Walker-Li,Partnership,"820 Miguel Roads Suite 843, Lake Kathryn, AZ, USA - 82500-5818",Home,5277600552,Validated,Personal,laurendavis@example.net,False,TAX36376,PAN,MH76005,Active
Dean and Sons,Government,"68613 Brown Station, Johnstonmouth, NC, USA - 67949-8617",Mobile,6853539203,Approved,Support,leachedward@example.net,True,TAX14514,PAN,Qw14291,Active
Robles Inc,LLC,"155 Michelle Motorway Apt. 938, Parkermouth, KY, USA - 57374-5384",Fax,001-740-739-3838x2791,Pending,Business,james78@example.net,False,TAX45446,PAN,va40355,Inactive
Thomas Group,Partnership,"92786 Stephen Divide, South Staceyport, NC, USA - 50298-8911",Home,203-706-8766,In Review,Support,allensandra@example.org,True,TAX86836,GST,AC48245,Active
Price-Fletcher,Partnership,"39788 Mary Fall, Jeremymouth, CO, USA - 73933-7798",Home,822.635.0204x2993,Rejected,Support,aliciathomas@example.org,False,TAX47561,DUNS,bV83937,Inactive
Davis Ltd,Partnership,"944 Zachary Spurs Suite 189, South Nicole, VI, USA - 70072-5310",Office,(622)282-0124x7978,Pending,HR,gsingleton@example.com,True,TAX49362,EIN,Jr94717,Active
Palmer PLC,Public,"3579 Nicole Place Apt. 880, South Williamshire, MN, USA - 29274-3628",Mobile,001-703-617-8709x7486,Approved,Personal,coxrobert@example.net,True,TAX64534,TIN,Gn68014,Active
Parks Ltd,Private,"98676 Paul Village, New Laura, NC, USA - 31169-9973",Office,920-761-8410x9206,In Review,Business,priscillaherrera@example.org,False,TAX12665,EIN,Ss62194,Inactive
Simmons Inc,Partnership,"1826 Lewis Mountains, Martinezbury, DC, USA - 11912-2692",Fax,433-994-6772x1601,In Review,Personal,gordon78@example.org,False,TAX61270,PAN,gO85631,Active
Richards Group,Partnership,"15513 Doris Burg Suite 658, Odonnellmouth, UT, USA - 92134-1218",Home,(438)328-1107x86786,Approved,Support,scottpaige@example.org,False,TAX37314,PAN,ns35324,Active
"Harris, Alexander and Mcdonald",LLC,"4982 Alexander Shores, Rogersfurt, SC, USA - 92546-8301",Mobile,001-845-965-0187x170,Validated,Personal,beththomas@example.com,False,TAX82067,TIN,Lj66516,Inactive
"Roberts, Blackwell and Fisher",Partnership,"165 Gonzalez Mountains, Chavezfurt, DC, USA - 84513-4104",Home,539-482-9874,In Review,Sales,theresarichardson@example.org,True,TAX79876,GST,yG00288,Active
Rich-Copeland,Non-Profit,"15151 Jerome Passage, New Brittneymouth, DC, USA - 72818-1147",Home,8036004201,Approved,HR,hugheschristina@example.net,False,TAX40182,TIN,Gs47759,Active
"Butler, Roach and Flowers",Partnership,"204 Cindy Port, Lake Carlos, AZ, USA - 85163-9923",Office,839.907.2812x376,Pending,Business,michaelwilliams@example.org,True,TAX88077,GST,ZO08752,Active
"Rojas, Montes and Good",Non-Profit,"2500 Hammond Creek, Smithhaven, PW, USA - 36193-5038",Office,651-579-8885,Pending,HR,floydtina@example.org,True,TAX56195,LEI,xf09094,Active
Davidson-Nelson,Private,"6933 David Pines, East Angelaton, GA, USA - 21741-2950",Mobile,(672)570-1486x07892,Pending,Personal,christopher14@example.com,True,TAX17464,TIN,XN21501,Active
